TRDAR_CD,TRDAR_CD_NM,ADSTRD_CD,ADSTRD_CD_NM,SIGNGU_CD,SIGNGU_CD_NM
12550,강서로45라길,11500611,발산1동,11500,강서구
12551,강서로_D,11500611,발산1동,11500,강서구
12552,올림픽로_B,11740580,암사2동,11740,강동구
12553,올림픽로_C,11740570,암사1동,11740,강동구
12554,상암로_A,11740580,암사2동,11740,강동구
12556,고덕로_A,11740530,명일1동,11740,강동구
12558,고덕로10길,11740570,암사1동,11740,강동구
12560,화곡로_B,11500591,화곡6동,11500,강서구
12561,목동중앙북로7길,11470530,목3동,11470,양천구
12562,양천로_I,11500510,염창동,11500,강서구
12563,월드컵로1길,11440680,합정동,11440,마포구
12564,올림픽로_D,11740570,암사1동,11740,강동구
12565,양천로_J,11500510,염창동,11500,강서구
12566,자양로45길,11215860,구의2동,11215,광진구
12567,천호대로_G,11215860,구의2동,11215,광진구
12569,동호로7길,11140635,약수동,11140,중구
12570,후암로_A,11170510,후암동,11170,용산구
12571,후암로_B,11170510,후암동,11170,용산구
12572,양화로_A,11440660,서교동,11440,마포구
12575,와우산로_B,11440655,서강동,11440,마포구
12576,강서로_E,11500615,우장산동,11500,강서구
12577,서강로9길,11440660,서교동,11440,마포구
12578,와우산로_C,11440660,서교동,11440,마포구
12579,잔다리로,11440660,서교동,11440,마포구
12580,후암로_C,11170530,남영동,11170,용산구
12581,공항대로_G,11500520,등촌1동,11500,강서구
12582,금호산길,11200615,금호2.3가동,11200,성동구
12583,자양로43길,11215770,중곡4동,11215,광진구
12584,고덕로_B,11740590,암사3동,11740,강동구
12585,무수막길,11200615,금호2.3가동,11200,성동구
12586,고덕로_C,11740570,암사1동,11740,강동구
12587,포은로_B,11440690,망원1동,11440,마포구
12588,동호로_A,11140635,약수동,11140,중구
12589,고덕로_D,11740590,암사3동,11740,강동구
12590,공항대로_H,11500510,염창동,11500,강서구
12591,양천로_K,11500520,등촌1동,11500,강서구
12592,상일로_B,11740515,강일동,11740,강동구
12593,포은로_C,11440690,망원1동,11440,마포구
12594,천호대로_H,11215750,중곡2동,11215,광진구
12595,강서로_F,11500611,발산1동,11500,강서구
12597,천호대로112길,11215780,능동,11215,광진구
12598,면목로_O,11215730,군자동,11215,광진구
12599,백범로_A,11440600,대흥동,11440,마포구
12600,양재대로128길,11740685,길동,11740,강동구
12601,양재대로_A,11740685,길동,11740,강동구
12602,능동로15길,11215710,화양동,11215,광진구
12603,청파로_C,11170555,청파동,11170,용산구
12604,화곡로_C,11500615,우장산동,11500,강서구
12605,청파로_D,11170530,남영동,11170,용산구
12606,왕십리로_E,11200650,성수1가1동,11200,성동구
12607,올림픽로_E,11740610,천호2동,11740,강동구
12608,상암로_B,11740530,명일1동,11740,강동구
12609,구천면로41길,11740610,천호2동,11740,강동구
12610,광나루로_A,11215710,화양동,11215,광진구
12611,아차산로7길_A,11200690,성수2가3동,11200,성동구
12612,양재대로_B,11740530,명일1동,11740,강동구
12613,한강대로_A,11170530,남영동,11170,용산구
12614,양재대로_C,11740600,천호1동,11740,강동구
12615,광나루로_B,11215850,구의1동,11215,광진구
12616,백범로_B,11440610,염리동,11440,마포구
12617,청파로47길_A,11170555,청파동,11170,용산구
12619,화곡로_D,11500590,화곡본동,11500,강서구
12620,화곡로_E,11500590,화곡본동,11500,강서구
12621,,11215710,화양동,11215,광진구
12622,마포대로,11440555,아현동,11440,마포구
12624,아차산로_A,11200690,성수2가3동,11200,성동구
12625,상원길,11200660,성수1가2동,11200,성동구
12626,능동로_E,11215710,화양동,11215,광진구
12627,구천면로_A,11740600,천호1동,11740,강동구
12628,원효로_A,11170560,원효로1동,11170,용산구
12629,,11215710,화양동,11215,광진구
12630,청파로_E,11170555,청파동,11170,용산구
12631,청파로47길_B,11170555,청파동,11170,용산구
12632,올림픽로_F,11740610,천호2동,11740,강동구
12635,서울숲4길,11200660,성수1가2동,11200,성동구
12637,장터길_A,11200620,금호4가동,11200,성동구
12639,구천면로100길,11740520,상일동,11740,강동구
12640,올림픽로98길,11740570,암사1동,11740,강동구
12641,상암로_C,11740580,암사2동,11740,강동구
12642,아차산로7길_B,11200690,성수2가3동,11200,성동구
12644,아차산로_B,11215810,광장동,11215,광진구
12645,강서로45길_A,11500560,화곡3동,11500,강서구
12646,광나루로_C,11215730,군자동,11215,광진구
12647,독서당로_A,11200620,금호4가동,11200,성동구
12648,공항대로_I,11470520,목2동,11470,양천구
12649,독서당로_B,11200620,금호4가동,11200,성동구
12650,강서로45길_B,11500560,화곡3동,11500,강서구
12652,창전로,11440630,신수동,11440,마포구
12653,상암로_D,11740530,명일1동,11740,강동구
12654,독막로_A,11440680,합정동,11440,마포구
12655,상암로_E,11740570,암사1동,11740,강동구
12656,독서당로_C,11200615,금호2.3가동,11200,성동구
12657,장터길_B,11200615,금호2.3가동,11200,성동구
12658,상암로61길,11740540,명일2동,11740,강동구
12659,마포대로14길,11440565,공덕동,11440,마포구
12661,올림픽로92길,11740610,천호2동,11740,강동구
12662,독막로8길,11440680,합정동,11440,마포구
12663,마포대로12길,11440555,아현동,11440,마포구
12664,목동중앙본로,11470520,목2동,11470,양천구
12665,아차산로78길,11215810,광장동,11215,광진구
12666,독막로_B,11440655,서강동,11440,마포구
12667,구천면로_B,11740570,암사1동,11740,강동구
12668,성수일로12길,11200690,성수2가3동,11200,성동구
12670,백범로_C,11440600,대흥동,11440,마포구
12671,올림픽로_G,11740610,천호2동,11740,강동구
12672,백범로_D,11440630,신수동,11440,마포구
12673,공항대로_J,11500510,염창동,11500,강서구
12674,마포대로8길,11440555,아현동,11440,마포구
12675,양화로_B,11440680,합정동,11440,마포구
12676,상일로_C,11740520,상일동,11740,강동구
12677,화곡로_F,11500590,화곡본동,11500,강서구
12678,등촌로_B,11470530,목3동,11470,양천구
12679,목동중앙북로16길,11470520,목2동,11470,양천구
12680,장터길_C,11200615,금호2.3가동,11200,성동구
12681,강서로_G,11500560,화곡3동,11500,강서구
12682,목동중앙북로,11470520,목2동,11470,양천구
12684,동남로65길,11740540,명일2동,11740,강동구
12685,천호대로_I,11740610,천호2동,11740,강동구
12686,성덕정길_A,11200650,성수1가1동,11200,성동구
12687,아차산로_C,11215870,구의3동,11215,광진구
12688,양평로_A,11560620,양평2동,11560,영등포구
12689,마포대로4길,11440585,도화동,11440,마포구
12690,양평로22길,11560620,양평2동,11560,영등포구
12691,성덕정15길,11200670,성수2가1동,11200,성동구
12692,구의로,11215870,구의3동,11215,광진구
12694,양평로_B,11560620,양평2동,11560,영등포구
12695,양평로_C,11560620,양평2동,11560,영등포구
12696,성수이로7가길,11200670,성수2가1동,11200,성동구
12697,올림픽로80길,11740610,천호2동,11740,강동구
12698,명일로_A,11740685,길동,11740,강동구
12699,아차산로_D,11215870,구의3동,11215,광진구
12700,,11200690,성수2가3동,11200,성동구
12701,올림픽로_H,11740610,천호2동,11740,강동구
12702,목동중앙남로11길,11470540,목4동,11470,양천구
12704,천중로52길,11740685,길동,11740,강동구
12705,올림픽로_I,11740610,천호2동,11740,강동구
12706,구의강변로,11215870,구의3동,11215,광진구
12708,녹사평대로,11170660,이태원2동,11170,용산구
12709,,11215847,자양4동,11215,광진구
12710,아차산로51길,11215850,구의1동,11215,광진구
12711,까치산로4길,11500590,화곡본동,11500,강서구
12712,동일로24길,11215710,화양동,11215,광진구
12713,화곡로_G,11500560,화곡3동,11500,강서구
12714,목동중앙본로7길,11470540,목4동,11470,양천구
12715,능동로_F,11215710,화양동,11215,광진구
12716,화곡로_H,11500540,화곡1동,11500,강서구
12717,연무장1길,11200690,성수2가3동,11200,성동구
12718,아차산로11길,11200690,성수2가3동,11200,성동구
12719,도화길,11440585,도화동,11440,마포구
12721,화곡로_I,11500560,화곡3동,11500,강서구
12722,구천면로_C,11740610,천호2동,11740,강동구
12723,화곡로_J,11500615,우장산동,11500,강서구
12724,독막로_C,11440610,염리동,11440,마포구
12725,만리재로,11440565,공덕동,11440,마포구
12726,양재대로_D,11740600,천호1동,11740,강동구
12727,구천면로_D,11740620,천호3동,11740,강동구
12730,화곡로13길,11470600,신월5동,11470,양천구
12731,광나루로_D,11215870,구의3동,11215,광진구
12732,연무장길,11200670,성수2가1동,11200,성동구
12733,화곡로_K,11500540,화곡1동,11500,강서구
12734,한림말3길,11200645,옥수동,11200,성동구
12735,양재대로124길,11740685,길동,11740,강동구
12736,당산로_A,11560560,당산2동,11560,영등포구
12737,한강대로62나길,11170625,한강로동,11170,용산구
12738,강서로17길,11500540,화곡1동,11500,강서구
12739,이태원로_A,11170650,이태원1동,11170,용산구
12740,독서당로_D,11170685,한남동,11170,용산구
12741,강변역로,11215870,구의3동,11215,광진구
12742,월정로_A,11500540,화곡1동,11500,강서구
12743,천호대로170길_A,11740650,성내2동,11740,강동구
12744,천호대로_J,11740700,둔촌2동,11740,강동구
12745,등촌로_C,11470540,목4동,11470,양천구
12746,곰달래로_A,11470560,신월1동,11470,양천구
12747,등촌로_D,11470540,목4동,11470,양천구
12748,등촌로_E,11500570,화곡4동,11500,강서구
12749,곰달래로_B,11500593,화곡8동,11500,강서구
12751,자양로13길,11215820,자양1동,11215,광진구
12752,양평로_D,11560560,당산2동,11560,영등포구
12753,강서로_H,11500593,화곡8동,11500,강서구
12754,양평로_E,11560560,당산2동,11560,영등포구
12755,천호대로_K,11740660,성내3동,11740,강동구
12756,목동중앙서로,11470540,목4동,11470,양천구
12757,곰달래로13길_A,11470560,신월1동,11470,양천구
12758,강서로16길,11500593,화곡8동,11500,강서구
12759,강서로12길,11500593,화곡8동,11500,강서구
12761,등촌로_F,11500570,화곡4동,11500,강서구
12762,이태원로_B,11170685,한남동,11170,용산구
12763,곰달래로13길_B,11470560,신월1동,11470,양천구
12764,이태원로19길,11170650,이태원1동,11170,용산구
12766,강서로18길,11500593,화곡8동,11500,강서구
12767,강서로_I,11500593,화곡8동,11500,강서구
12768,곰달래로5길,11470560,신월1동,11470,양천구
12769,한강대로52길,11170625,한강로동,11170,용산구
12772,강서로_J,11500540,화곡1동,11500,강서구
12773,목동동로_A,11470550,목5동,11470,양천구
12774,천호대로170길_B,11740650,성내2동,11740,강동구
12776,자양로15길,11215820,자양1동,11215,광진구
12777,천호옛14길,11740650,성내2동,11740,강동구
12778,자양로_A,11215820,자양1동,11215,광진구
12779,녹사평대로26길,11170650,이태원1동,11170,용산구
12780,곰달래로_C,11500570,화곡4동,11500,강서구
12781,양평로_F,11560620,양평2동,11560,영등포구
12784,원효로_B,11170570,원효로2동,11170,용산구
12785,이태원로_C,11170685,한남동,11170,용산구
12786,명일로_B,11740685,길동,11740,강동구
12787,남부순환로_A,11470580,신월3동,11470,양천구
12788,아차산로_E,11215830,자양2동,11215,광진구
12789,가로공원로80길,11500540,화곡1동,11500,강서구
12792,천호옛길,11740650,성내2동,11740,강동구
12793,명일로_C,11740685,길동,11740,강동구
12794,한강대로_B,11170625,한강로동,11170,용산구
12795,이태원로54길,11170685,한남동,11170,용산구
12796,천호대로_L,11740620,천호3동,11740,강동구
12797,아차산로_F,11215820,자양1동,11215,광진구
12798,성덕정길_B,11200650,성수1가1동,11200,성동구
12799,양재대로116길,11740685,길동,11740,강동구
12800,가로공원로76길_A,11500540,화곡1동,11500,강서구
12801,이태원로_D,11170685,한남동,11170,용산구
12802,새창로_A,11170560,원효로1동,11170,용산구
12803,자양로_B,11215820,자양1동,11215,광진구
12804,효창원로42길,11170590,용문동,11170,용산구
12805,성덕정길_C,11200670,성수2가1동,11200,성동구
12806,뚝섬로27길,11215847,자양4동,11215,광진구
12808,선유로47길,11560620,양평2동,11560,영등포구
12809,천호대로187길,11740685,길동,11740,강동구
12810,풍성로25길,11710510,풍납1동,11710,송파구
12811,성덕정길_D,11200670,성수2가1동,11200,성동구
12812,새창로14길,11170590,용문동,11170,용산구
12813,양재대로_E,11740685,길동,11740,강동구
12814,가로공원로,11470560,신월1동,11470,양천구
12815,이태원로_E,11170685,한남동,11170,용산구
12816,자양로18길,11215850,구의1동,11215,광진구
12817,뚝섬로23길,11215847,자양4동,11215,광진구
12819,천중로40길,11740685,길동,11740,강동구
12821,아차산로_G,11215820,자양1동,11215,광진구
12822,뚝섬로_A,11215847,자양4동,11215,광진구
12823,동일로18길,11215847,자양4동,11215,광진구
12824,남부순환로_B,11470580,신월3동,11470,양천구
12825,남부순환로40길,11470580,신월3동,11470,양천구
12826,성안로_A,11740685,길동,11740,강동구
12827,가로공원로76길_B,11500540,화곡1동,11500,강서구
12828,화곡로4길,11470600,신월5동,11470,양천구
12829,보광로_A,11170700,보광동,11170,용산구
12830,오목로_A,11470650,신정4동,11470,양천구
12831,양재대로_F,11740660,성내3동,11740,강동구
12832,영중로_A,11560535,영등포동,11560,영등포구
12833,보광로_B,11170700,보광동,11170,용산구
12834,양재대로96길,11740700,둔촌2동,11740,강동구
12835,올림픽로47길,11710520,풍납2동,11710,송파구
12837,압구정로,11680545,압구정동,11680,강남구
12839,목동로_A,11470650,신정4동,11470,양천구
12840,양산로_A,11560550,당산1동,11560,영등포구
12842,오목로_B,11470650,신정4동,11470,양천구
12843,성안로_B,11740640,성내1동,11740,강동구
12844,성안로_C,11740660,성내3동,11740,강동구
12845,목동서로_A,11470510,목1동,11470,양천구
12846,성내로6길,11740640,성내1동,11740,강동구
12847,토성로,11710520,풍납2동,11710,송파구
12850,오목로_C,11470650,신정4동,11470,양천구
12851,성내로_A,11740640,성내1동,11740,강동구
12852,당산로31길,11560550,당산1동,11560,영등포구
12853,양재대로89길,11740660,성내3동,11740,강동구
12854,올림픽로45길,11710520,풍납2동,11710,송파구
12855,오목로_D,11470510,목1동,11470,양천구
12856,신정중앙로_A,11470650,신정4동,11470,양천구
12857,성안로3길,11740640,성내1동,11740,강동구
12858,신정중앙로_B,11470650,신정4동,11470,양천구
12859,한강대로15길,11170625,한강로동,11170,용산구
12860,목동로_B,11470510,목1동,11470,양천구
12864,성안로_D,11740660,성내3동,11740,강동구
12865,월정로_B,11470560,신월1동,11470,양천구
12866,당산로36길,11560560,당산2동,11560,영등포구
12867,양재대로_G,11740700,둔촌2동,11740,강동구
12868,압구정로29길_A,11680545,압구정동,11680,강남구
12869,올림픽로_J,11740640,성내1동,11740,강동구
12870,성내로_B,11740640,성내1동,11740,강동구
12871,곰달래로_D,11500550,화곡2동,11500,강서구
12872,영중로_B,11560535,영등포동,11560,영등포구
12874,강서로_K,11500540,화곡1동,11500,강서구
12875,자양로_C,11215820,자양1동,11215,광진구
12876,자양번영로_A,11215830,자양2동,11215,광진구
12877,진황도로,11740700,둔촌2동,11740,강동구
12878,당산로37길,11560560,당산2동,11560,영등포구
12879,독서당로_E,11170685,한남동,11170,용산구
12881,월정로_C,11500540,화곡1동,11500,강서구
12882,자양번영로_B,11215840,자양3동,11215,광진구
12883,압구정로29길_B,11680545,압구정동,11680,강남구
12884,강서로5나길,11500540,화곡1동,11500,강서구
12885,자양로5길,11215830,자양2동,11215,광진구
12887,뚝섬로_B,11215830,자양2동,11215,광진구
12890,선유로_A,11560605,문래동,11560,영등포구
12891,영신로40길,11560535,영등포동,11560,영등포구
12892,중앙로32길_A,11470620,신정1동,11470,양천구
12893,목동동로10길,11470630,신정2동,11470,양천구
12894,올림픽로_K,11710690,잠실4동,11710,송파구
12895,의사당대로_A,11560540,여의동,11560,영등포구
12896,강남대로107길,11650540,잠원동,11650,서초구
12897,신목로_A,11470630,신정2동,11470,양천구
12898,이촌로_A,11170630,이촌1동,11170,용산구
12899,영등포로18길,11560610,양평1동,11560,영등포구
12900,이촌로75길,11170630,이촌1동,11170,용산구
12901,신월로_A,11470590,신월4동,11470,양천구
12902,중앙로32길_B,11470620,신정1동,11470,양천구
12903,영등포로_A,11560550,당산1동,11560,영등포구
12904,삼성로_A,11680565,청담동,11680,강남구
12905,선유로_B,11560605,문래동,11560,영등포구
12906,압구정로4길,11680510,신사동,11680,강남구
12908,신월로_B,11470610,신월6동,11470,양천구
12909,중앙로_A,11470640,신정3동,11470,양천구
12910,강동대로,11740660,성내3동,11740,강동구
12911,중앙로_B,11470640,신정3동,11470,양천구
12912,국제금융로,11560540,여의동,11560,영등포구
12913,중앙로_C,11470620,신정1동,11470,양천구
12915,영등포로_B,11560550,당산1동,11560,영등포구
12917,중앙로32길_C,11470620,신정1동,11470,양천구
12919,학동로_A,11680565,청담동,11680,강남구
12921,신월로_C,11470620,신정1동,11470,양천구
12922,양재대로_H,11740690,둔촌1동,11740,강동구
12923,오목로_E,11470510,목1동,11470,양천구
12924,지양로_A,11470611,신월7동,11470,양천구
12925,영등포로25길,11560550,당산1동,11560,영등포구
12926,영등포로_C,11560610,양평1동,11560,영등포구
12928,월정로_D,11470590,신월4동,11470,양천구
12929,영중로24길,11560535,영등포동,11560,영등포구
12930,당산로_B,11560550,당산1동,11560,영등포구
12931,신월로_D,11470620,신정1동,11470,양천구
12933,버드나루로7길,11560535,영등포동,11560,영등포구
12934,목동동로12길_A,11470630,신정2동,11470,양천구
12935,지양로_B,11470611,신월7동,11470,양천구
12936,목동동로12길_B,11470510,목1동,11470,양천구
12937,지양로_C,11470611,신월7동,11470,양천구
12938,영등포로_D,11560610,양평1동,11560,영등포구
12939,양재대로81길,11740660,성내3동,11740,강동구
12941,성안로_E,11740640,성내1동,11740,강동구
12942,목동서로_B,11470670,신정6동,11470,양천구
12943,신월로_E,11470650,신정4동,11470,양천구
12944,선유로24길,11560610,양평1동,11560,영등포구
12945,버드나루로_A,11560535,영등포동,11560,영등포구
12946,삼성로_B,11680565,청담동,11680,강남구
12947,선유로_C,11560610,양평1동,11560,영등포구
12948,영등포로5길,11560610,양평1동,11560,영등포구
12950,오목로54길,11470510,목1동,11470,양천구
12951,신목로_B,11470630,신정2동,11470,양천구
12952,신월로_F,11470650,신정4동,11470,양천구
12954,언주로_A,11680545,압구정동,11680,강남구
12955,언주로159길,11680545,압구정동,11680,강남구
12956,양산로_B,11560550,당산1동,11560,영등포구
12957,신목로2길,11470510,목1동,11470,양천구
12958,도산대로,11680565,청담동,11680,강남구
12959,언주로_B,11680545,압구정동,11680,강남구
12960,강동대로53길,11740660,성내3동,11740,강동구
12961,중앙로_D,11470650,신정4동,11470,양천구
12962,버드나루로_B,11560535,영등포동,11560,영등포구
12963,영등포로_E,11560610,양평1동,11560,영등포구
12964,영중로_C,11560535,영등포동,11560,영등포구
12966,오목로_F,11470590,신월4동,11470,양천구
12967,장승배기로_A,11590520,노량진2동,11590,동작구
12969,노량진로12길,11590520,노량진2동,11590,동작구
12970,영등포로_F,11560630,신길1동,11560,영등포구
12971,도신로,11560630,신길1동,11560,영등포구
12972,노량진로,11590520,노량진2동,11590,동작구
12973,양재대로_I,11710566,오륜동,11710,송파구
12974,오금로11길,11710562,방이2동,11710,송파구
12975,영등포로_G,11560630,신길1동,11560,영등포구
12976,위례성대로,11710562,방이2동,11710,송파구
12977,신정이펜2로,11470640,신정3동,11470,양천구
12978,백제고분로_A,11710562,방이2동,11710,송파구
12979,삼성로115길,11680590,삼성2동,11680,강남구
12981,신목로5길,11470630,신정2동,11470,양천구
12982,목동서로_C,11470670,신정6동,11470,양천구
12983,삼성로_C,11680580,삼성1동,11680,강남구
12984,학동로_B,11680565,청담동,11680,강남구
12985,선릉로_A,11680565,청담동,11680,강남구
12988,도산대로30길,11680531,논현2동,11680,강남구
12989,이촌로_B,11170630,이촌1동,11170,용산구
12990,올림픽로35길_A,11710710,잠실6동,11710,송파구
12991,선릉로132길,11680565,청담동,11680,강남구
12992,도림로_A,11560605,문래동,11560,영등포구
12993,올림픽로35길_B,11710710,잠실6동,11710,송파구
12994,언주로147길,11680531,논현2동,11680,강남구
12995,삼성로_D,11680565,청담동,11680,강남구
12996,선릉로_B,11680531,논현2동,11680,강남구
12997,목동동로_B,11470680,신정7동,11470,양천구
12998,중앙로_E,11470640,신정3동,11470,양천구
12999,올림픽로33길,11710690,잠실4동,11710,송파구
13000,백제고분로41길_A,11710580,송파1동,11710,송파구
13001,양재대로72길,11710570,오금동,11710,송파구
13002,위례성대로20길,11710570,오금동,11710,송파구
13003,언주로108길,11680640,역삼1동,11680,강남구
13004,흑석로_A,11590605,흑석동,11590,동작구
13005,서달로,11590605,흑석동,11590,동작구
13006,신길로_A,11560650,신길3동,11560,영등포구
13009,장승배기로_B,11590520,노량진2동,11590,동작구
13011,흑석로_B,11590605,흑석동,11590,동작구
13012,백제고분로46길_A,11710580,송파1동,11710,송파구
13013,오금로31길_A,11710561,방이1동,11710,송파구
13014,경인로59길,11530510,신도림동,11530,구로구
13015,강남대로122길,11680521,논현1동,11680,강남구
13017,장승배기로_C,11590520,노량진2동,11590,동작구
13018,백제고분로_B,11710650,잠실본동,11710,송파구
13019,고척로_A,11530730,고척2동,11530,구로구
13020,봉은사로_A,11680640,역삼1동,11680,강남구
13021,흑석로_C,11590605,흑석동,11590,동작구
13022,현충로,11590605,흑석동,11590,동작구
13023,백제고분로_C,11710580,송파1동,11710,송파구
13024,흑석로_D,11590605,흑석동,11590,동작구
13025,봉은사로68길,11680590,삼성2동,11680,강남구
13026,논현로_A,11680531,논현2동,11680,강남구
13027,언주로125길,11680531,논현2동,11680,강남구
13028,봉은사로_B,11680590,삼성2동,11680,강남구
13029,올림픽로32길,11710562,방이2동,11710,송파구
13032,올림픽로_L,11710670,잠실2동,11710,송파구
13033,올림픽로_M,11710680,잠실3동,11710,송파구
13034,목동남로4길_A,11470680,신정7동,11470,양천구
13035,만양로,11590510,노량진1동,11590,동작구
13036,목동남로4길_B,11470680,신정7동,11470,양천구
13037,석촌호수로_A,11710680,잠실3동,11710,송파구
13039,논현로_B,11680521,논현1동,11680,강남구
13040,올림픽로_N,11710670,잠실2동,11710,송파구
13041,양재대로_J,11710570,오금동,11710,송파구
13042,도신로60길,11560630,신길1동,11560,영등포구
13043,신반포로43길,11650540,잠원동,11650,서초구
13044,주흥길,11650560,반포1동,11650,서초구
13045,백제고분로33길,11710600,석촌동,11710,송파구
13046,고척로40길,11530730,고척2동,11530,구로구
13048,역삼로_A,11680630,대치4동,11680,강남구
13049,백제고분로_D,11710610,삼전동,11710,송파구
13050,백제고분로_E,11710650,잠실본동,11710,송파구
13051,가락로_A,11710580,송파1동,11710,송파구
13052,새말로_A,11530560,구로5동,11530,구로구
13053,경인로47길_A,11530720,고척1동,11530,구로구
13056,상도로_A,11590540,상도2동,11590,동작구
13057,고무래로,11650581,반포4동,11650,서초구
13058,상도로_B,11590560,상도4동,11590,동작구
13059,백제고분로_F,11710610,삼전동,11710,송파구
13060,상도로_C,11590660,대방동,11590,동작구
13061,여의대방로_A,11560690,신길7동,11560,영등포구
13062,도신로4길,11560720,대림3동,11560,영등포구
13063,백제고분로_G,11710610,삼전동,11710,송파구
13065,대림로_A,11560720,대림3동,11560,영등포구
13067,상도로15길,11590550,상도3동,11590,동작구
13068,역삼로_B,11680610,대치2동,11680,강남구
13069,고척로_B,11530730,고척2동,11530,구로구
13070,경인로35길,11530730,고척2동,11530,구로구
13071,가락로_B,11710590,송파2동,11710,송파구
13072,경인로47길_B,11530720,고척1동,11530,구로구
13073,구로중앙로28길,11530560,구로5동,11530,구로구
13074,상도로_D,11590540,상도2동,11590,동작구
13075,상도로_E,11590510,노량진1동,11590,동작구
13076,백제고분로15길,11710650,잠실본동,11710,송파구
13077,석촌호수로_B,11710610,삼전동,11710,송파구
13078,오금로31길_B,11710561,방이1동,11710,송파구
13079,서달로10길,11590605,흑석동,11590,동작구
13081,석촌호수로_C,11710610,삼전동,11710,송파구
13082,오금로31길_C,11710561,방이1동,11710,송파구
13083,경인로47길_C,11530720,고척1동,11530,구로구
13084,삼학사로_A,11710610,삼전동,11710,송파구
13085,석촌호수로_D,11710680,잠실3동,11710,송파구
13086,신길로_B,11560650,신길3동,11560,영등포구
13087,상도로_F,11590540,상도2동,11590,동작구
13088,석촌호수로_E,11710600,석촌동,11710,송파구
13089,송파대로49길,11710600,석촌동,11710,송파구
13090,상도로_G,11590540,상도2동,11590,동작구
13091,공원로8길,11530560,구로5동,11530,구로구
13092,신반포로_A,11650580,반포3동,11650,서초구
13093,상도로_H,11590540,상도2동,11590,동작구
13094,백제고분로18길,11710650,잠실본동,11710,송파구
13095,백제고분로41길_B,11710580,송파1동,11710,송파구
13096,언주로107길,11680640,역삼1동,11680,강남구
13099,석촌호수로_F,11710610,삼전동,11710,송파구
13100,백제고분로_H,11710650,잠실본동,11710,송파구
13101,백제고분로46길_B,11710580,송파1동,11710,송파구
13102,신반포로_B,11650580,반포3동,11650,서초구
13103,가락로28길,11710590,송파2동,11710,송파구
13104,마천로_A,11710570,오금동,11710,송파구
13105,여의대방로_B,11590660,대방동,11590,동작구
13106,석촌호수로_G,11710650,잠실본동,11710,송파구
13107,석촌호수로_H,11710600,석촌동,11710,송파구
13108,논현로_C,11680640,역삼1동,11680,강남구
13109,백제고분로_I,11710650,잠실본동,11710,송파구
13110,장승배기로10길,11590540,상도2동,11590,동작구
13111,상도로_I,11590540,상도2동,11590,동작구
13112,오금로35길,11710570,오금동,11710,송파구
13113,반포대로_A,11650580,반포3동,11650,서초구
13114,송파대로,11710600,석촌동,11710,송파구
13115,사평대로55길,11650560,반포1동,11650,서초구
13116,새말로16길,11530560,구로5동,11530,구로구
13117,가락로_C,11710600,석촌동,11710,송파구
13118,서래로_A,11650581,반포4동,11650,서초구
13119,상도로_J,11590530,상도1동,11590,동작구
13120,동남로_A,11710570,오금동,11710,송파구
13121,삼성로63길,11680630,대치4동,11680,강남구
13123,여의대방로_C,11590680,신대방2동,11590,동작구
13124,보라매로_A,11590680,신대방2동,11590,동작구
13125,서래로_B,11650581,반포4동,11650,서초구
13126,가락로12길,11710600,석촌동,11710,송파구
13127,가락로_D,11710600,석촌동,11710,송파구
13128,송이로_A,11710620,가락본동,11710,송파구
13129,경인로_A,11530720,고척1동,11530,구로구
13130,도곡로_A,11680610,대치2동,11680,강남구
13131,도곡로_B,11680630,대치4동,11680,강남구
13132,보라매로_B,11590680,신대방2동,11590,동작구
13133,상도로37길,11590530,상도1동,11590,동작구
13134,상도로_K,11590530,상도1동,11590,동작구
13135,경인로_B,11530740,개봉1동,11530,구로구
13136,구로동로42길,11530530,구로2동,11530,구로구
13137,구로동로_A,11530530,구로2동,11530,구로구
13139,여의대방로24길,11590660,대방동,11590,동작구
13140,대림로_B,11560720,대림3동,11560,영등포구
13143,서래로_C,11650581,반포4동,11650,서초구
13144,경인로_C,11530720,고척1동,11530,구로구
13145,가락로_E,11710600,석촌동,11710,송파구
13146,여의대방로22길,11590660,대방동,11590,동작구
13147,거마로_A,11710550,마천2동,11710,송파구
13148,오금로36길_A,11710620,가락본동,11710,송파구
13149,역삼로_C,11680650,역삼2동,11680,강남구
13152,삼성로64길,11680610,대치2동,11680,강남구
13153,오금로36길_B,11710620,가락본동,11710,송파구
13154,백제고분로32길,11710610,삼전동,11710,송파구
13155,사평대로,11650581,반포4동,11650,서초구
13156,송파대로37길,11710600,석촌동,11710,송파구
13157,성대로1길,11590560,상도4동,11590,동작구
13158,경서로,11530740,개봉1동,11530,구로구
13159,대림로_C,11560720,대림3동,11560,영등포구
13160,백제고분로22길,11710610,삼전동,11710,송파구
13162,상도로_L,11590530,상도1동,11590,동작구
13163,서초중앙로29길,11650581,반포4동,11650,서초구
13166,삼성로_E,11680630,대치4동,11680,강남구
13168,역삼로_D,11680630,대치4동,11680,강남구
13169,언주로_C,11680650,역삼2동,11680,강남구
13170,신반포로_C,11650550,반포본동,11650,서초구
13171,삼성로_F,11680610,대치2동,11680,강남구
13172,신반포로_D,11650550,반포본동,11650,서초구
13173,신반포로3길,11650550,반포본동,11650,서초구
13174,백제고분로40길,11710600,석촌동,11710,송파구
13175,중앙로6길,11530720,고척1동,11530,구로구
13176,공원로,11530560,구로5동,11530,구로구
